x_mm y_mm
0.000000 0.000000
1.505463 2.994363
3.010927 4.278279
4.516390 5.385125
6.021853 6.114390
7.527316 6.785888
9.032780 7.413284
10.538243 7.888143
12.043706 8.347278
13.549169 8.794660
15.054633 9.209322
16.560096 9.575376
18.065559 9.938439
19.571023 10.292852
21.076486 10.635606
22.581949 10.957216
24.087412 11.270848
25.592876 11.584480
27.098339 11.895499
28.603802 12.198157
30.109265 12.491090
31.614729 12.777984
33.120192 13.064878
34.625655 13.351773
36.131119 13.638667
37.636582 13.921800
39.142045 14.193071
40.647508 14.455259
42.152972 14.717446
43.658435 14.979633
45.163898 15.241820
46.669361 15.504007
48.174825 15.763603
49.680288 16.006646
51.185751 16.233157
52.691215 16.459523
54.196678 16.685889
55.702141 16.912255
57.207604 17.138621
58.713068 17.364987
60.218531 17.586091
61.723994 17.783221
63.229458 17.960519
64.734921 18.137317
66.240384 18.314115
67.745847 18.490913
69.251311 18.667711
70.756774 18.844510
72.262237 19.021308
73.767700 19.187089
75.273164 19.330279
76.778627 19.462048
78.284090 19.593800
79.789554 19.725552
81.295017 19.857304
82.800480 19.989056
84.305943 20.120808
85.811407 20.252560
87.316870 20.379956
88.822333 20.488096
90.327796 20.582263
91.833260 20.676094
93.338723 20.769926
94.844186 20.863757
96.349650 20.957589
97.855113 21.051420
99.360576 21.145252
100.866039 21.239083
102.371503 21.324730
103.876966 21.394213
105.382429 21.455815
106.887892 21.517401
108.393356 21.578987
109.898819 21.640574
111.404282 21.702160
112.909746 21.763746
114.415209 21.825332
115.920672 21.886918
117.426135 21.942488
118.931599 21.984260
120.437062 22.018441
121.942525 22.052563
123.447988 22.086685
124.953452 22.120807
126.458915 22.154929
127.964378 22.189052
129.469842 22.223174
130.975305 22.257296
132.480768 22.289797
133.986231 22.310664
135.491695 22.321727
136.997158 22.332537
138.502621 22.343347
140.008084 22.354157
141.513548 22.364966
143.019011 22.375776
144.524474 22.386586
146.029938 22.397396
147.535401 22.408205
149.040864 22.412220
150.546327 22.406338
152.051791 22.397443
153.557254 22.388549
155.062717 22.379654
156.568181 22.370760
158.073644 22.361866
159.579107 22.352971
161.084570 22.344077
162.590034 22.335182
164.095497 22.324048
165.600960 22.305019
167.106423 22.279710
168.611887 22.254331
170.117350 22.228952
171.622813 22.203573
173.128277 22.178194
174.633740 22.152815
176.139203 22.127435
177.644666 22.102056
179.150130 22.076632
180.655593 22.044948
182.161056 22.004727
183.666519 21.964293
185.171983 21.923858
186.677446 21.883424
188.182909 21.842989
189.688373 21.802555
191.193836 21.762120
192.699299 21.721686
194.204762 21.681251
195.710226 21.636545
197.215689 21.584588
198.721152 21.531916
200.226615 21.479244
201.732079 21.426573
203.237542 21.373901
204.743005 21.321229
206.248469 21.268558
207.753932 21.215886
209.259395 21.162511
210.764858 21.104528
212.270322 21.040189
213.775785 20.975787
215.281248 20.911386
216.786711 20.846984
218.292175 20.782583
219.797638 20.718181
221.303101 20.653780
222.808565 20.589378
224.314028 20.522399
225.819491 20.448961
227.324954 20.374574
228.830418 20.300187
230.335881 20.225800
231.841344 20.151413
233.346807 20.077026
234.852271 20.002639
236.357734 19.927936
237.863197 19.850084
239.368661 19.765582
240.874124 19.681029
242.379587 19.596476
243.885050 19.511924
245.390514 19.427371
246.895977 19.342819
248.401440 19.258241
249.906904 19.171868
251.412367 19.079002
252.917830 18.986052
254.423293 18.893102
255.928757 18.800153
257.434220 18.707203
258.939683 18.614253
260.445146 18.520389
261.950610 18.421452
263.456073 18.319724
264.961536 18.217996
266.467000 18.116268
267.972463 18.014540
269.477926 17.912757
270.983389 17.809726
272.488853 17.700499
273.994316 17.591242
275.499779 17.481985
277.005242 17.372728
278.510706 17.263250
280.016169 17.151273
281.521632 17.035530
283.027096 16.919787
284.532559 16.804044
286.038022 16.688079
287.543485 16.568597
289.048949 16.447059
290.554412 16.325521
292.059875 16.203840
293.565338 16.078145
295.070802 15.951895
296.576265 15.824990
298.081728 15.695268
299.587192 15.566072
299.587192 14.687181
298.081728 14.334259
