x_mm y_mm
0.000000 0.000000
1.502999 2.677472
3.005999 3.876668
4.508998 4.899100
6.011997 5.581785
7.514996 6.224880
9.017996 6.811823
10.520995 7.266278
12.023994 7.713427
13.526994 8.152202
15.029993 8.555323
16.532992 8.917409
18.035991 9.278213
19.538991 9.636334
21.041990 9.983312
22.544989 10.311236
24.047989 10.632652
25.550988 10.954067
27.053987 11.274364
28.556986 11.590248
30.059986 11.898275
31.562985 12.201541
33.065984 12.504807
34.568984 12.808073
36.071983 13.111339
37.574982 13.411841
39.077982 13.703058
40.580981 13.988337
42.083980 14.273615
43.586979 14.558894
45.089979 14.844172
46.592978 15.129451
48.095977 15.411440
49.598977 15.676439
51.101976 15.931276
52.604975 16.186077
54.107974 16.440879
55.610974 16.695680
57.113973 16.950482
58.616972 17.205284
60.119972 17.453378
61.622971 17.675449
63.125970 17.885138
64.628969 18.094715
66.131969 18.304293
67.634968 18.513870
69.137967 18.723448
70.640967 18.933025
72.143966 19.142602
73.646965 19.338101
75.149964 19.512840
76.652964 19.681090
78.155963 19.849337
79.658962 20.017584
81.161962 20.185830
82.664961 20.354077
84.167960 20.522324
85.670959 20.690571
87.173959 20.853241
88.676958 20.994686
90.179957 21.128250
91.682957 21.261747
93.185956 21.395243
94.688955 21.528740
96.191954 21.662237
97.694954 21.795733
99.197953 21.929230
100.700952 22.062727
102.203952 22.185731
103.706951 22.293919
105.209950 22.397902
106.712950 22.501882
108.215949 22.605863
109.718948 22.709843
111.221947 22.813823
112.724947 22.917803
114.227946 23.021784
115.730945 23.125764
117.233945 23.222025
118.736944 23.305023
120.239943 23.383877
121.742942 23.462719
123.245942 23.541561
124.748941 23.620404
126.251940 23.699246
127.754940 23.778088
129.257939 23.856931
130.760938 23.935773
132.263937 24.012533
133.766937 24.075816
135.269936 24.133405
136.772935 24.190940
138.275935 24.248476
139.778934 24.306012
141.281933 24.363548
142.784932 24.421083
144.287932 24.478619
145.790931 24.536155
147.293930 24.593691
148.796930 24.642633
150.299929 24.683876
151.802928 24.723397
153.305927 24.762918
154.808927 24.802439
156.311926 24.841960
157.814925 24.881481
159.317925 24.921002
160.820924 24.960523
162.323923 25.000044
163.826922 25.036686
165.329922 25.065156
166.832921 25.089658
168.335920 25.114143
169.838920 25.138628
171.341919 25.163113
172.844918 25.187599
174.347918 25.212084
175.850917 25.236569
177.353916 25.261055
178.856915 25.285482
180.359915 25.302102
181.862914 25.312884
183.365913 25.323615
184.868913 25.334346
186.371912 25.345076
187.874911 25.355807
189.377910 25.366537
190.880910 25.377268
192.383909 25.387999
193.886908 25.398729
195.389908 25.404117
196.892907 25.404128
198.395906 25.403712
199.898905 25.403296
201.401905 25.402881
202.904904 25.402465
204.407903 25.402049
205.910903 25.401634
207.413902 25.401218
208.916901 25.399897
210.419900 25.393503
211.922900 25.382374
213.425899 25.371228
214.928898 25.360082
216.431898 25.348936
217.934897 25.337790
219.437896 25.326644
220.940895 25.315498
222.443895 25.304352
223.946894 25.289994
225.449893 25.270442
226.952893 25.250222
228.455892 25.230001
229.958891 25.209781
231.461891 25.189560
232.964890 25.169339
234.467889 25.149119
235.970888 25.128491
237.473888 25.104338
238.976887 25.074837
240.479886 25.045322
241.982886 25.015806
243.485885 24.986291
244.988884 24.956775
246.491883 24.927260
247.994883 24.897712
249.497882 24.865975
251.000881 24.828852
252.503881 24.791704
254.006880 24.754557
255.509879 24.717409
257.012878 24.680262
258.515878 24.643114
260.018877 24.604824
261.521876 24.561993
263.024876 24.516824
264.527875 24.471656
266.030874 24.426487
267.533873 24.381318
269.036873 24.336080
270.539872 24.289423
272.042871 24.237421
273.545871 24.185410
275.048870 24.133399
276.551869 24.081387
278.054868 24.029100
279.557868 23.974473
281.060867 23.916548
282.563866 23.858624
284.066866 23.800699
285.569865 23.742500
287.072864 23.681124
288.575863 23.617931
290.078863 23.554739
291.581862 23.491368
293.084861 23.424372
294.587861 23.356875
296.090860 23.288769
297.593859 23.218105
299.096859 23.147918
299.096859 22.340483
297.593859 21.968832
296.090860 21.596865
294.587861 21.227354
293.084861 20.858344
291.581862 20.490322
290.078863 20.125578
288.575863 19.760834
287.072864 19.396441
285.569865 19.034703
284.066866 18.675742
282.563866 18.316782
