x_mm y_mm
0.000000 0.000000
1.504190 1.811996
3.008380 2.705320
4.512570 3.501203
6.016760 3.989615
7.520950 4.467181
9.025140 4.914383
10.529330 5.229098
12.033520 5.552225
13.537710 5.879346
15.041900 6.180841
16.546090 6.437400
18.050280 6.696427
19.554470 6.964784
21.058660 7.231862
22.562850 7.480039
24.067041 7.720677
25.571231 7.961316
27.075421 8.204112
28.579611 8.452582
30.083801 8.698667
31.587991 8.938946
33.092181 9.179226
34.596371 9.419505
36.100561 9.659785
37.604751 9.901115
39.108941 10.142333
40.613131 10.378616
42.117321 10.614898
43.621511 10.851181
45.125701 11.087463
46.629891 11.323745
48.134081 11.558211
49.638271 11.784213
51.142461 12.001230
52.646651 12.218421
54.150841 12.435613
55.655031 12.652804
57.159221 12.869995
58.663411 13.087187
60.167601 13.300610
61.671791 13.497304
63.175981 13.678126
64.680171 13.859556
66.184361 14.040986
67.688551 14.222417
69.192741 14.403847
70.696932 14.585277
72.201122 14.766707
73.705312 14.940118
75.209502 15.096548
76.713692 15.244605
78.217882 15.392683
79.722072 15.540761
81.226262 15.688839
82.730452 15.836917
84.234642 15.984996
85.738832 16.133074
87.243022 16.277944
88.747212 16.409067
90.251402 16.528676
91.755592 16.648693
93.259782 16.768710
94.763972 16.888727
96.268162 17.008744
97.772352 17.128761
99.276542 17.248778
100.780732 17.368795
102.284922 17.482727
103.789112 17.584622
105.293302 17.680776
106.797492 17.776950
108.301682 17.873125
109.805872 17.969299
111.310062 18.065473
112.814252 18.161647
114.318442 18.257822
115.822632 18.353996
117.326823 18.445666
118.831013 18.527134
120.335203 18.602877
121.839393 18.678689
123.343583 18.754502
124.847773 18.830315
126.351963 18.906128
127.856153 18.981940
129.360343 19.057753
130.864533 19.133566
132.368723 19.208158
133.872913 19.274485
135.377103 19.332765
136.881293 19.391347
138.385483 19.449929
139.889673 19.508511
141.393863 19.567093
142.898053 19.625675
144.402243 19.684257
145.906433 19.742839
147.410623 19.801421
148.914813 19.855132
150.419003 19.901006
151.923193 19.944975
153.427383 19.988945
154.931573 20.032914
156.435763 20.076884
157.939953 20.120853
159.444143 20.164823
160.948333 20.208792
162.452523 20.252762
163.956714 20.295030
165.460904 20.331544
166.965094 20.363294
168.469284 20.395125
169.973474 20.426956
171.477664 20.458788
172.981854 20.490619
174.486044 20.522450
175.990234 20.554281
177.494424 20.586113
178.998614 20.617910
180.502804 20.645339
182.006994 20.665755
183.511184 20.686414
185.015374 20.707074
186.519564 20.727733
188.023754 20.748392
189.527944 20.769052
191.032134 20.789711
192.536324 20.810371
194.040514 20.831030
195.544704 20.848728
197.048894 20.860611
198.553084 20.872281
200.057274 20.883950
201.561464 20.895619
203.065654 20.907289
204.569844 20.918958
206.074034 20.930628
207.578224 20.942297
209.082414 20.953428
210.586605 20.961185
212.090795 20.964017
213.594985 20.966918
215.099175 20.969820
216.603365 20.972721
218.107555 20.975623
219.611745 20.978524
221.115935 20.981425
222.620125 20.984327
224.124315 20.985461
225.628505 20.981544
227.132695 20.977156
228.636885 20.972768
230.141075 20.968380
231.645265 20.963992
233.149455 20.959604
234.653645 20.955216
236.157835 20.950585
237.662025 20.943650
239.166215 20.931608
240.670405 20.919619
242.174595 20.907631
243.678785 20.895642
245.182975 20.883654
246.687165 20.871665
248.191355 20.859657
249.695545 20.846421
251.199735 20.828199
252.703925 20.810066
254.208115 20.791933
255.712305 20.773800
257.216496 20.755667
258.720686 20.737534
260.224876 20.718767
261.729066 20.696075
263.233256 20.671384
264.737446 20.646693
266.241636 20.622002
267.745826 20.597311
269.250016 20.572578
270.754206 20.546946
272.258396 20.516707
273.762586 20.486499
275.266776 20.456291
276.770966 20.426082
278.275156 20.395721
279.779346 20.363462
281.283536 20.328441
282.787726 20.293420
284.291916 20.258400
285.796106 20.223230
287.300296 20.185430
288.804486 20.146153
290.308676 20.106876
291.812866 20.067503
293.317056 20.025111
294.821246 19.982326
296.325436 19.939042
297.829626 19.893650
299.333816 19.848647
